time,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y,1M,2M,4M
2000-05-24,5.92,6.41,6.29,6.79,6.76,6.71,6.72,6.47,6.61,6.19,,,
2000-05-25,5.85,6.37,6.27,6.71,6.69,6.64,6.63,6.39,6.5,6.11,,,
2000-05-26,5.83,6.36,6.27,6.69,6.65,6.57,6.57,6.33,6.45,6.06,,,
2000-05-30,5.87,6.44,6.28,6.74,6.7,6.62,6.61,6.38,6.5,6.09,,,
2000-05-31,5.63,6.35,6.37,6.69,6.66,6.54,6.52,6.29,6.42,6.02,,,
2000-06-01,5.74,6.27,6.32,6.61,6.56,6.44,6.44,6.2,6.33,5.95,,,
2000-06-02,5.87,6.25,6.23,6.52,6.48,6.37,6.39,6.15,6.31,5.94,,,
2000-06-05,5.98,6.32,6.22,6.49,6.44,6.33,6.36,6.12,6.28,5.91,,,
2000-06-06,5.99,6.33,6.24,6.51,6.46,6.35,6.37,6.14,6.28,5.91,,,
2000-06-07,5.92,6.3,6.23,6.52,6.47,6.35,6.35,6.13,6.26,5.89,,,
2000-06-08,5.91,6.27,6.22,6.56,6.5,6.37,6.36,6.13,6.25,5.89,,,
2000-06-09,5.92,6.28,6.23,6.56,6.5,6.36,6.36,6.13,6.26,5.89,,,
2000-06-12,5.93,6.27,6.2,6.52,6.47,6.33,6.32,6.09,6.23,5.88,,,
2000-06-13,5.88,6.24,6.17,6.49,6.44,6.32,6.35,6.11,6.3,5.94,,,
2000-06-14,5.82,6.22,6.13,6.44,6.38,6.26,6.28,6.06,6.25,5.91,,,
2000-06-15,5.84,6.23,6.13,6.44,6.39,6.26,6.27,6.05,6.26,5.93,,,
2000-06-16,5.83,6.2,6.09,6.38,6.32,6.19,6.21,5.99,6.21,5.88,,,
2000-06-19,5.84,6.2,6.11,6.4,6.34,6.2,6.23,6.0,6.24,5.89,,,
2000-06-20,5.79,6.19,6.12,6.43,6.37,6.23,6.26,6.03,6.25,5.9,,,
2000-06-21,5.81,6.19,6.16,6.5,6.45,6.32,6.35,6.11,6.32,5.96,,,
2000-06-22,5.84,6.16,6.16,6.5,6.45,6.32,6.35,6.12,6.33,5.98,,,
2000-06-23,5.86,6.2,6.19,6.55,6.49,6.37,6.42,6.19,6.38,6.04,,,
2000-06-26,5.82,6.23,6.16,6.5,6.43,6.29,6.34,6.11,6.34,5.99,,,
2000-06-27,5.83,6.23,6.16,6.5,6.43,6.29,6.33,6.1,6.31,5.95,,,
2000-06-28,5.81,6.22,6.14,6.43,6.38,6.28,6.33,6.11,6.33,5.97,,,
2000-06-29,5.85,6.22,6.11,6.37,6.32,6.21,6.27,6.04,6.24,5.88,,,
2000-06-30,5.88,6.23,6.08,6.38,6.31,6.18,6.25,6.03,6.26,5.9,,,
2000-07-03,6.0,6.24,6.07,6.31,6.24,6.12,6.19,6.0,6.22,5.87,,,
2000-07-05,5.99,6.19,6.06,6.29,6.23,6.12,6.18,5.99,6.21,5.86,,,
2000-07-06,6.02,6.21,6.1,6.34,6.28,6.16,6.24,6.05,6.27,5.91,,,
2000-07-07,6.04,6.19,6.07,6.29,6.23,6.11,6.17,6.01,6.23,5.87,,,
2000-07-10,6.1,6.23,6.09,6.31,6.24,6.13,6.21,6.04,6.23,5.88,,,
2000-07-11,6.1,6.24,6.09,6.32,6.26,6.16,6.22,6.06,6.23,5.89,,,
2000-07-12,6.17,6.26,6.1,6.34,6.29,6.2,6.26,6.09,6.23,5.89,,,
2000-07-13,6.18,6.27,6.07,6.31,6.24,6.15,6.17,6.01,6.15,5.81,,,
2000-07-14,6.17,6.28,6.12,6.41,6.35,6.25,6.29,6.1,6.24,5.88,,,
2000-07-17,6.15,6.3,6.14,6.46,6.4,6.31,6.35,6.17,6.3,5.93,,,
2000-07-18,6.16,6.31,6.13,6.44,6.39,6.3,6.34,6.16,6.29,5.92,,,
2000-07-19,6.18,6.33,6.15,6.46,6.4,6.31,6.35,6.16,6.29,5.92,,,
2000-07-20,6.18,6.29,6.04,6.32,6.25,6.15,6.18,6.01,6.15,5.81,,,
2000-07-21,6.13,6.27,6.07,6.32,6.25,6.14,6.17,6.01,6.12,5.79,,,
2000-07-24,6.21,6.29,6.07,6.35,6.28,6.18,6.21,6.04,6.15,5.81,,,
2000-07-25,6.2,6.28,6.06,6.35,6.28,6.17,6.2,6.04,6.14,5.81,,,
2000-07-26,6.18,6.28,6.05,6.29,6.24,6.16,6.19,6.04,6.14,5.82,,,
2000-07-27,6.22,6.29,6.05,6.27,6.21,6.14,6.17,6.02,6.1,5.78,,,
2000-07-28,6.2,6.3,6.05,6.3,6.24,6.16,6.19,6.04,6.12,5.78,,,
2000-07-31,6.27,6.42,6.07,6.3,6.24,6.16,6.19,6.04,6.13,5.79,,,
2000-08-01,6.25,6.39,6.09,6.27,6.2,6.12,6.14,6.0,6.09,5.74,,,
2000-08-02,6.25,6.35,6.12,6.23,6.18,6.09,6.1,5.98,6.09,5.77,,,
2000-08-03,6.23,6.34,6.1,6.22,6.16,6.07,6.08,5.95,6.05,5.74,,,
2000-08-04,6.23,6.31,6.08,6.15,6.1,6.02,6.03,5.91,6.03,5.72,,,
2000-08-07,6.28,6.34,6.13,6.2,6.16,6.07,6.09,5.97,6.06,5.76,,,
2000-08-08,6.26,6.32,6.13,6.16,6.13,6.03,6.04,5.93,6.03,5.73,,,
2000-08-09,6.25,6.32,6.17,6.18,6.14,6.03,6.03,5.81,6.02,5.73,,,
2000-08-10,6.25,6.31,6.17,6.16,6.11,6.0,6.0,5.76,6.0,5.68,,,
2000-08-11,6.29,6.35,6.24,6.25,6.19,6.07,6.06,5.79,6.04,5.72,,,
2000-08-14,6.27,6.36,6.21,6.25,6.2,6.07,6.05,5.78,6.0,5.7,,,
2000-08-15,6.28,6.37,6.22,6.28,6.24,6.11,6.08,5.81,6.02,5.72,,,
2000-08-16,6.27,6.35,6.21,6.3,6.26,6.13,6.1,5.83,6.05,5.73,,,
2000-08-17,6.27,6.35,6.21,6.3,6.26,6.13,6.09,5.81,6.02,5.72,,,
2000-08-18,6.27,6.32,6.19,6.27,6.22,6.09,6.05,5.78,6.0,5.69,,,
2000-08-21,6.3,6.38,6.2,6.28,6.23,6.1,6.06,5.79,6.02,5.71,,,
2000-08-22,6.28,6.36,6.2,6.27,6.21,6.07,6.05,5.78,6.01,5.71,,,
2000-08-23,6.29,6.37,6.18,6.2,6.16,6.02,5.99,5.73,5.97,5.68,,,
2000-08-24,6.29,6.36,6.2,6.19,6.12,6.0,5.98,5.73,5.96,5.67,,,
2000-08-25,6.31,6.36,6.2,6.19,6.12,6.0,5.98,5.73,5.96,5.67,,,
2000-08-28,6.32,6.39,6.24,6.23,6.15,6.05,6.04,5.78,6.01,5.72,,,
2000-08-29,6.31,6.39,6.25,6.26,6.21,6.08,6.07,5.81,6.04,5.75,,,
2000-08-30,6.32,6.39,6.25,6.24,6.17,6.07,6.07,5.81,6.03,5.74,,,
2000-08-31,6.31,6.38,6.22,6.18,6.09,5.98,5.98,5.73,5.96,5.67,,,
2000-09-01,6.27,6.32,6.18,6.09,6.01,5.92,5.91,5.68,5.95,5.67,,,
2000-09-05,6.27,6.32,6.18,6.09,6.01,5.92,5.91,5.69,5.94,5.67,,,
2000-09-06,6.21,6.3,6.19,6.11,6.03,5.95,5.96,5.72,5.99,5.71,,,
2000-09-07,6.2,6.28,6.22,6.14,6.06,5.97,5.99,5.76,6.02,5.72,,,
2000-09-08,6.14,6.26,6.19,6.11,6.03,5.95,5.97,5.73,5.99,5.7,,,
2000-09-11,6.11,6.23,6.2,6.12,6.05,5.97,6.0,5.77,6.02,5.73,,,
2000-09-12,6.09,6.21,6.17,6.12,6.06,5.97,6.0,5.78,6.04,5.76,,,
2000-09-13,6.09,6.19,6.12,6.09,6.02,5.94,5.95,5.74,6.01,5.73,,,
2000-09-14,6.14,6.2,6.13,6.11,6.03,5.96,5.99,5.79,6.09,5.81,,,
2000-09-15,6.14,6.2,6.1,6.07,6.01,5.93,6.02,5.84,6.16,5.9,,,
2000-09-18,6.15,6.21,6.07,6.04,5.99,5.93,6.03,5.88,6.2,5.96,,,
2000-09-19,6.17,6.22,6.09,6.05,5.99,5.93,6.01,5.86,6.18,5.92,,,
2000-09-20,6.16,6.23,6.1,6.11,6.06,5.98,6.06,5.91,6.23,5.97,,,
2000-09-21,6.16,6.23,6.09,6.11,6.07,5.96,6.03,5.88,6.18,5.93,,,
2000-09-22,6.16,6.24,6.08,6.09,6.04,5.93,5.99,5.85,6.18,5.92,,,
2000-09-25,6.18,6.25,6.09,6.11,6.05,5.94,5.99,5.84,6.16,5.9,,,
2000-09-26,6.18,6.24,6.08,6.07,6.01,5.9,5.95,5.81,6.12,5.86,,,
2000-09-27,6.2,6.28,6.07,6.0,5.94,5.89,5.96,5.83,6.15,5.9,,,
2000-09-28,6.25,6.3,6.09,6.02,5.96,5.9,5.96,5.82,6.14,5.89,,,
2000-09-29,6.23,6.28,6.07,5.98,5.91,5.85,5.93,5.8,6.13,5.88,,,
2000-10-02,6.27,6.33,6.06,5.98,5.92,5.86,5.95,5.83,6.18,5.93,,,
2000-10-03,6.24,6.32,6.07,6.0,5.95,5.88,5.99,5.87,6.2,5.94,,,
2000-10-04,6.24,6.32,6.06,6.03,5.99,5.94,6.01,5.9,6.21,5.95,,,
2000-10-05,6.25,6.33,6.06,6.02,5.97,5.92,5.98,5.87,6.17,5.91,,,
2000-10-06,6.24,6.33,6.06,5.98,5.92,5.88,5.92,5.82,6.11,5.85,,,
2000-10-10,6.27,6.35,6.06,5.98,5.91,5.86,5.91,5.8,6.08,5.83,,,
2000-10-11,6.23,6.32,6.01,5.93,5.88,5.82,5.88,5.77,6.06,5.83,,,
2000-10-12,6.19,6.22,5.93,5.86,5.81,5.74,5.82,5.73,6.05,5.82,,,
2000-10-13,6.19,6.2,5.93,5.84,5.79,5.73,5.82,5.73,6.05,5.8,,,
2000-10-16,6.28,6.28,5.97,5.89,5.83,5.77,5.84,5.74,6.06,5.81,,,
2000-10-17,6.3,6.27,5.92,5.83,5.76,5.68,5.77,5.68,6.0,5.77,,,
2000-10-18,6.3,6.26,5.91,5.82,5.74,5.68,5.76,5.66,6.0,5.77,,,
2000-10-19,6.32,6.3,5.96,5.86,5.77,5.69,5.76,5.66,5.98,5.76,,,
2000-10-20,6.31,6.29,5.94,5.84,5.76,5.69,5.73,5.64,5.95,5.73,,,
2000-10-23,6.34,6.33,5.93,5.82,5.74,5.66,5.67,5.59,5.89,5.68,,,
2000-10-24,6.35,6.34,5.97,5.86,5.77,5.7,5.71,5.63,5.93,5.71,,,
2000-10-25,6.39,6.36,6.01,5.87,5.8,5.74,5.76,5.67,5.97,5.75,,,
2000-10-26,6.36,6.36,6.05,5.9,5.83,5.75,5.77,5.69,5.96,5.74,,,
2000-10-27,6.35,6.38,6.11,5.94,5.86,5.79,5.82,5.72,5.96,5.74,,,
2000-10-30,6.39,6.38,6.13,5.97,5.89,5.83,5.84,5.74,5.98,5.76,,,
2000-10-31,6.38,6.36,6.12,5.94,5.87,5.83,5.87,5.77,6.02,5.79,,,
2000-11-01,6.37,6.35,6.1,5.88,5.82,5.79,5.83,5.74,6.0,5.78,,,
2000-11-02,6.37,6.36,6.09,5.87,5.81,5.78,5.82,5.74,6.01,5.79,,,
2000-11-03,6.38,6.38,6.13,5.94,5.9,5.86,5.91,5.83,6.09,5.86,,,
2000-11-06,6.42,6.4,6.16,5.99,5.93,5.91,5.96,5.87,6.12,5.89,,,
2000-11-07,6.42,6.38,6.16,5.99,5.92,5.84,5.96,5.87,6.12,5.9,,,
2000-11-08,6.41,6.38,6.16,5.99,5.92,5.83,5.95,5.87,6.09,5.89,,,
2000-11-09,6.4,6.37,6.13,5.94,5.87,5.76,5.89,5.82,6.06,5.85,,,
2000-11-10,6.37,6.36,6.11,5.92,5.86,5.76,5.87,5.82,6.07,5.88,,,
2000-11-13,6.39,6.37,6.1,5.9,5.83,5.72,5.84,5.77,6.04,5.85,,,
2000-11-14,6.37,6.36,6.11,5.92,5.82,5.72,5.81,5.76,6.01,5.81,,,
2000-11-15,6.38,6.36,6.1,5.9,5.8,5.69,5.78,5.72,5.97,5.77,,,
2000-11-16,6.35,6.34,6.07,5.87,5.76,5.66,5.74,5.68,5.94,5.75,,,
2000-11-17,6.35,6.33,6.09,5.88,5.78,5.67,5.76,5.71,5.97,5.78,,,
2000-11-20,6.36,6.34,6.07,5.87,5.76,5.65,5.73,5.68,5.96,5.76,,,
2000-11-21,6.36,6.33,6.07,5.86,5.76,5.65,5.73,5.67,5.93,5.74,,,
2000-11-22,6.36,6.33,6.1,5.85,5.72,5.6,5.68,5.62,5.87,5.68,,,
2000-11-24,6.36,6.34,6.12,5.86,5.74,5.63,5.7,5.63,5.86,5.67,,,
2000-11-27,6.33,6.34,6.11,5.86,5.74,5.63,5.71,5.64,5.89,5.71,,,
2000-11-28,6.28,6.29,6.05,5.79,5.67,5.57,5.64,5.59,5.86,5.67,,,
2000-11-29,6.24,6.23,5.98,5.69,5.59,5.51,5.6,5.55,5.84,5.66,,,
2000-11-30,6.21,6.18,5.92,5.61,5.52,5.42,5.5,5.48,5.78,5.6,,,
2000-12-01,6.23,6.19,5.93,5.62,5.55,5.46,5.56,5.52,5.82,5.64,,,
2000-12-04,6.15,6.13,5.88,5.59,5.51,5.45,5.56,5.53,5.84,5.66,,,
2000-12-05,6.08,6.07,5.79,5.49,5.43,5.36,5.45,5.43,5.76,5.59,,,
2000-12-06,6.09,6.04,5.72,5.42,5.34,5.26,5.33,5.32,5.68,5.52,,,
2000-12-07,6.11,6.06,5.74,5.45,5.35,5.26,5.34,5.32,5.67,5.51,,,
2000-12-08,6.09,6.04,5.77,5.5,5.41,5.32,5.39,5.35,5.71,5.55,,,
2000-12-11,6.08,6.06,5.79,5.52,5.43,5.33,5.42,5.37,5.71,5.54,,,
2000-12-12,6.06,6.06,5.79,5.54,5.42,5.33,5.42,5.36,5.7,5.53,,,
2000-12-13,6.06,6.03,5.74,5.45,5.34,5.24,5.33,5.29,5.64,5.48,,,
2000-12-14,6.06,6.01,5.7,5.43,5.31,5.19,5.28,5.23,5.6,5.45,,,
2000-12-15,6.02,5.99,5.65,5.38,5.26,5.15,5.24,5.2,5.59,5.44,,,
2000-12-18,5.95,5.94,5.58,5.33,5.21,5.1,5.19,5.17,5.59,5.44,,,
2000-12-19,5.93,5.93,5.58,5.35,5.23,5.12,5.22,5.19,5.61,5.47,,,
2000-12-20,5.82,5.82,5.46,5.24,5.12,5.0,5.13,5.08,5.55,5.42,,,
2000-12-21,5.38,5.64,5.33,5.14,5.04,4.94,5.1,5.03,5.53,5.41,,,
2000-12-22,5.27,5.52,5.25,5.1,5.02,4.93,5.07,5.02,5.52,5.4,,,
2000-12-26,5.85,5.76,5.31,5.1,5.0,4.92,5.09,5.04,5.54,5.41,,,
2000-12-27,5.75,5.68,5.32,5.1,5.04,4.99,5.17,5.11,5.58,5.45,,,
2000-12-28,5.87,5.79,5.4,5.18,5.12,5.02,5.21,5.13,5.59,5.44,,,
2000-12-29,5.89,5.7,5.32,5.11,5.06,4.99,5.16,5.12,5.59,5.46,,,
2001-01-02,5.87,5.58,5.11,4.87,4.82,4.76,4.97,4.92,5.46,5.35,,,
2001-01-03,5.69,5.44,5.04,4.92,4.92,4.94,5.18,5.14,5.62,5.49,,,
2001-01-04,5.37,5.2,4.82,4.77,4.78,4.82,5.07,5.03,5.56,5.44,,,
2001-01-05,5.12,4.98,4.6,4.56,4.57,4.66,4.93,4.93,5.5,5.41,,,
2001-01-08,5.19,5.03,4.61,4.54,4.55,4.65,4.94,4.94,5.52,5.42,,,
2001-01-09,5.24,5.11,4.71,4.64,4.65,4.73,4.98,4.98,5.53,5.43,,,
2001-01-10,5.29,5.16,4.82,4.76,4.78,4.83,5.09,5.1,5.6,5.49,,,
2001-01-11,5.31,5.17,4.84,4.77,4.78,4.85,5.12,5.14,5.67,5.55,,,
2001-01-12,5.33,5.24,4.96,4.9,4.91,4.97,5.24,5.25,5.74,5.63,,,
2001-01-16,5.38,5.27,4.95,4.89,4.89,4.96,5.22,5.24,5.71,5.6,,,
2001-01-17,5.36,5.26,4.91,4.84,4.84,4.87,5.14,5.19,5.64,5.52,,,
2001-01-18,5.28,5.12,4.76,4.72,4.73,4.74,5.06,5.12,5.57,5.47,,,
2001-01-19,5.24,5.11,4.79,4.75,4.76,4.84,5.14,5.19,5.67,5.56,,,
2001-01-22,5.23,5.11,4.79,4.75,4.78,4.87,5.19,5.25,5.71,5.61,,,
2001-01-23,5.24,5.14,4.85,4.82,4.83,4.96,5.24,5.3,5.76,5.65,,,
2001-01-24,5.28,5.15,4.86,4.81,4.84,4.98,5.27,5.33,5.78,5.67,,,
2001-01-25,5.28,5.13,4.83,4.78,4.8,4.94,5.23,5.29,5.73,5.61,,,
2001-01-26,5.17,5.05,4.8,4.78,4.81,4.93,5.23,5.29,5.75,5.64,,,
2001-01-29,5.11,5.04,4.78,4.77,4.8,4.97,5.25,5.32,5.78,5.69,,,
2001-01-30,5.02,4.95,4.68,4.7,4.75,4.91,5.17,5.24,5.68,5.59,,,
2001-01-31,4.99,4.83,4.6,4.62,4.67,4.85,5.08,5.19,5.65,5.54,,,
2001-02-01,5.0,4.81,4.56,4.55,4.59,4.78,5.01,5.1,5.55,5.46,,,
2001-02-02,5.06,4.91,4.67,4.65,4.71,4.86,5.09,5.17,5.6,5.51,,,
2001-02-05,5.06,4.95,4.7,4.68,4.71,4.88,5.09,5.18,5.58,5.48,,,
2001-02-06,5.07,4.96,4.74,4.72,4.76,4.92,5.13,5.22,5.61,5.51,,,
2001-02-07,5.07,4.95,4.73,4.7,4.74,4.91,5.12,5.1,5.61,5.52,,,
2001-02-08,5.08,4.96,4.74,4.73,4.77,4.93,5.13,5.1,5.62,5.44,,,
